# expression,groundtruth
((((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) ^ ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)))) - ((~ (((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) & ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)))) + (~ (((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) & ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e))))),((((d*a)&((~((-a)^a))&a))-(((-a)-e)&e)))
((- ((b & ~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) + ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) - 1) | (((((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) & ((e + ~ (~ b + 1)) + 1)) - (((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) | ((e + ~ (~ b + 1)) + 1))) - 1)) - ((- ((b & ~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) + ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) - 1) & (((((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) & ((e + ~ (~ b + 1)) + 1)) - (((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) | ((e + ~ (~ b + 1)) + 1))) - 1)),(((~(b|(b*b)))^(~((b*(-e))^(e-(-b))))))
((((((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) & ~ e) << 1) - ((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) ^ e)) ^ ~ ((((c & e) * (c | e) + (c & ~ e) * (~ c & e)) & ~ (((b & ~ b) << 1) - (b ^ b))) + (((b & ~ b) << 1) - (b ^ b)))) + ((((((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) & ~ e) << 1) - ((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) ^ e)) | ((((c & e) * (c | e) + (c & ~ e) * (~ c & e)) & ~ (((b & ~ b) << 1) - (b ^ b))) + (((b & ~ b) << 1) - (b ^ b)))) << 1)) + 1,(((((b^b)-c)-e)+((c*e)|(b-b))))
(((((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) + (((e ^ ~ b) + ((e | b) << 1)) + 1)) + 1) + ((- (((b - b) - ((b | ~ b) + (b | ~ b))) - 2) - 1) | (- (((e ^ ~ b) + ((e | b) << 1)) + 1) - 1))) | (~ (((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) - (~ e + 1)) - ((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)) + (((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)))) - 2) + 1)) - (((((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) + (((e ^ ~ b) + ((e | b) << 1)) + 1)) + 1) + ((- (((b - b) - ((b | ~ b) + (b | ~ b))) - 2) - 1) | (- (((e ^ ~ b) + ((e | b) << 1)) + 1) - 1))) & (~ (((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) - (~ e + 1)) - ((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)) + (((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)))) - 2) + 1)),((((b^b)|(e+b))^(-(((e|e)|(e*e))^(-e)))))
((((((((a & ~ (- e - 1)) + (a & ~ (- e - 1))) - (a ^ (- e - 1))) + ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + 1) + 1) & ~ (((e & ~ ((e & ~ e) + e)) << 1) - (e ^ ((e & ~ e) + e)))) << 1) - (((((((a & ~ (- e - 1)) + (a & ~ (- e - 1))) - (a ^ (- e - 1))) + ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + 1) + 1) ^ (((e & ~ ((e & ~ e) + e)) << 1) - (e ^ ((e & ~ e) + e)))),(((-(~((a-(~e))-(e^e))))-(e-(e|e))))
(((c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (c | (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) + (c & ~ (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (~ c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a))) ^ ((a ^ a) - ((~ a & a) << 1))) + ((((c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (c | (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) + (c & ~ (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (~ c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a))) & ((a ^ a) - ((~ a & a) << 1))) << 1),(((c*(((a*c)^c)|a))+(a-a)))
- ((((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) * (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) + (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ~ ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) * (~ ((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1))) & ~ (~ ((a & e) * (a | e) + (a & ~ e) * (~ a & e)) + ((~ e | c) - ~ e))) + (~ ((a & e) * (a | e) + (a & ~ e) * (~ a & e)) + ((~ e | c) - ~ e))) - 1,((~(((c*a)*(c-(e^a)))|(~((a*e)-(e&c))))))
((- (((((~ e | e) + e) + 1) ^ ((b ^ b) - ((~ b & b) + (~ b & b)))) + (((((~ e | e) + e) + 1) & ((b ^ b) - ((~ b & b) + (~ b & b)))) << 1)) - 1) | ((((b | b) - (b & b)) - ~ b) - 1)) - ((- (((((~ e | e) + e) + 1) ^ ((b ^ b) - ((~ b & b) + (~ b & b)))) + (((((~ e | e) + e) + 1) & ((b ^ b) - ((~ b & b) + (~ b & b)))) << 1)) - 1) & ((((b | b) - (b & b)) - ~ b) - 1)),(((~((e&e)+(b-b)))^((b^b)+b)))
((((~ ((((~ a | d) - ~ a) ^ (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) - ((~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) + (~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)))) | (((d & ~ d) << 1) - (d ^ d))) + ((((~ a | d) - ~ a) ^ (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) - ((~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) + (~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c))))) + 1) + ~ (((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & d) * ((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) | d) + ((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & ~ d) * (~ (((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & d))) + 1,(((((a&d)-((d^c)|c))&(d-d))-((d^(-c))*d)))
(~ (~ (((((c + ~ c) + 1) & ~ ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) + ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) - 1)) | (~ ((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) - ~ c) - 1) + 1)) - ~ (~ (((((c + ~ c) + 1) & ~ ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) + ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) - 1)),(((-((c-c)|((c+c)|c)))&(-((d*d)+c))))
(~ (((((~ d | ~ (e - 1)) + d) + 1) & ~ ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) + ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) | ((e | (((e + d) + 1) + ((- e - 1) | (- d - 1)))) - (e & (((e + d) + 1) + ((- e - 1) | (- d - 1)))))) - ~ (((((~ d | ~ (e - 1)) + d) + 1) & ~ ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) + ((d & e) * (d | e) + (d & ~ e) * (~ d & e))),((((d&(-e))|(d*e))&(e^(e|d))))
((((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) - ~ a) - 1) | ((((c & ~ c) + c) & ~ (((b ^ ~ c) + ((b | c) << 1)) + 1)) - (~ ((c & ~ c) + c) & (((b ^ ~ c) + ((b | c) << 1)) + 1)))) - ((((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) - ~ a) - 1) & ((((c & ~ c) + c) & ~ (((b ^ ~ c) + ((b | c) << 1)) + 1)) - (~ ((c & ~ c) + c) & (((b ^ ~ c) + ((b | c) << 1)) + 1)))),((((c^b)+a)^((c|c)-(b+c))))
((((((e | a) - a) + (((b & ~ a) << 1) - (b ^ a))) + 1) + ((- ((e | a) - a) - 1) | (- (((b & ~ a) << 1) - (b ^ a)) - 1))) & ~ (~ (((e + b) + 1) + ((- e - 1) | (- b - 1))) + e)) + (~ (((e + b) + 1) + ((- e - 1) | (- b - 1))) + e),((((e&(~a))|(b-a))|(~((e|b)-e))))
~ (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & a) * (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) | a) + (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & ~ a) * (~ ((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & a)) - 1),((-(((a*d)*d)*a)))
- ((((e - ~ e) - 1) - ~ ((e & ~ d) + d)) - 1) - 1,((~((e+e)+(e|d))))
((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) * ((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) | ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) + ((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ~ ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) * (~ (((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))),((((~(d*e))*(d^(d^(e&e))))*(d^(d&d))))
- ((~ (((a ^ ~ ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + ((a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + (a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))))) + 1) | (((~ a + 1) & ((a - ~ a) - 1)) * ((~ a + 1) | ((a - ~ a) - 1)) + ((~ a + 1) & ~ ((a - ~ a) - 1)) * (~ (~ a + 1) & ((a - ~ a) - 1)))) - ~ (((a ^ ~ ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + ((a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + (a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))))) + 1)) - 1,((~((a+((a+a)&(b&b)))&((-a)*(a+a)))))
~ (((((b & ~ ((((((a + b) + 1) + ((- a - 1) | (- b - 1))) + b) + 1) + ((- (((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | (- b - 1)))) + ((((((a + b) + 1) + ((- a - 1) | (- b - 1))) + b) + 1) + ((- (((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | (- b - 1)))) | (((((b & (~ b + 1)) * (b | (~ b + 1)) + (b & ~ (~ b + 1)) * (~ b & (~ b + 1))) + (~ a + 1)) + 1) + ((- ((b & (~ b + 1)) * (b | (~ b + 1)) + (b & ~ (~ b + 1)) * (~ b & (~ b + 1))) - 1) | (- (~ a + 1) - 1)))) - (((b & ~ ((((((a + b) + 1) + ((- a - 1) | (- b - 1))) + b) + 1) + ((- (((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | (- b - 1)))) + ((((((a + b) + 1) + ((- a - 1) | (- b - 1))) + b) + 1) + ((- (((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | (- b - 1)))) & (((((b & (~ b + 1)) * (b | (~ b + 1)) + (b & ~ (~ b + 1)) * (~ b & (~ b + 1))) + (~ a + 1)) + 1) + ((- ((b & (~ b + 1)) * (b | (~ b + 1)) + (b & ~ (~ b + 1)) * (~ b & (~ b + 1))) - 1) | (- (~ a + 1) - 1))))) - 1),((-((b|((a|b)|b))^((b*(-b))|(-a)))))
((((~ (((~ b | (((((e & ~ b) + b) - (((e - e) - ((e | ~ e) << 1)) - 2)) - ((((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + (((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)))) - 2)) + b) + 1) | ((~ b | b) - ~ b)) - ~ (((~ b | (((((e & ~ b) + b) - (((e - e) - ((e | ~ e) << 1)) - 2)) - ((((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + (((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)))) - 2)) + b) + 1)) - (((((b & ~ a) + a) | a) + (((b & ~ a) + a) | a)) - (((b & ~ a) + a) ^ a))) - ((((~ (((~ b | (((((e & ~ b) + b) - (((e - e) - ((e | ~ e) << 1)) - 2)) - ((((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + (((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)))) - 2)) + b) + 1) | ((~ b | b) - ~ b)) - ~ (((~ b | (((((e & ~ b) + b) - (((e - e) - ((e | ~ e) << 1)) - 2)) - ((((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + (((e & ~ b) + b) | ~ (((e - e) - ((e | ~ e) << 1)) - 2)))) - 2)) + b) + 1)) | ~ (((((b & ~ a) + a) | a) + (((b & ~ a) + a) | a)) - (((b & ~ a) + a) ^ a))) << 1)) - 2,((((b&((e|b)^(e^e)))&(b&b))^((b|a)+a)))
(~ ((c & ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) * (c | ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + (c & ~ ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) * (~ c & ((a & b) * (a | b) + (a & ~ b) * (~ a & b)))) + 1) - 1,((~(-(-(c*(a*b))))))
(((((((~ d + 1) & (- c - 1)) * ((~ d + 1) | (- c - 1)) + ((~ d + 1) & ~ (- c - 1)) * (~ (~ d + 1) & (- c - 1))) - d) - (((((~ d + 1) & (- c - 1)) * ((~ d + 1) | (- c - 1)) + ((~ d + 1) & ~ (- c - 1)) * (~ (~ d + 1) & (- c - 1))) | ~ d) << 1)) - 2) | d) + (((((((~ d + 1) & (- c - 1)) * ((~ d + 1) | (- c - 1)) + ((~ d + 1) & ~ (- c - 1)) * (~ (~ d + 1) & (- c - 1))) - d) - (((((~ d + 1) & (- c - 1)) * ((~ d + 1) | (- c - 1)) + ((~ d + 1) & ~ (- c - 1)) * (~ (~ d + 1) & (- c - 1))) | ~ d) << 1)) - 2) & d),(((((-d)*(~c))^d)+d))
